	Source	Target	Via	Weight	Type
1635	#per14	#per17	oral	1	Directed
2070	#org12	#per504	oral	1	Directed
1636	#per859	#org22	written	1	Directed
2068	#per17	#org110	oral	1	Directed
1637	#per859	#org49	written	1	Directed
2067	#org70	#per570	oral	1	Directed
1688	#per978	#per14	prayer	1	Directed
1990	#per58	#per21	oral	1	Directed
1690	#org70	#org95	oral	1	Directed
1791	#per57	#per0	oral	1	Directed
8	#per241	#per14	oral	1	Directed
1921	#org150	#org150	oral	1	Directed
2157	#per130	#per20	oral	1	Directed
1920	#org4	#per14	song	1	Directed
1917	#per960	#org0	written	1	Directed
2155	#org14	#org0	soCalled	1	Directed
1799	#per1	#per27	oral	1	Directed
1916	#org220	#per959	oral	1	Directed
77	#per136	#per136	thought	1	Directed
2154	#per1	#org0	written	1	Directed
1915	#per959	#org220	oral	1	Directed
49	#per2	#org0	oral	1	Directed
1806	#org27	#per1	oral	1	Directed
1910	#per960	#per960	oral	1	Directed
1908	#per960	#per961	oral	1	Directed
1905	#per957	#per957	oral	1	Directed
1904	#per59	#per59	oral	1	Directed
1903	#per58	#per58	oral	1	Directed
2150	#org22	#org100	soCalled	1	Directed
2160	#per1	#org31	written	1	Directed
47	#per137	#org80	oral	1	Directed
1902	#org5	#org12	oral	1	Directed
1929	#org13	#per18	spoken	1	Directed
1773	#org10	#per10	oral	1	Directed
2136	#org4	#per505	oral	1	Directed
1775	#org8	#pla1	written	1	Directed
1776	#per10	#org10	oral	1	Directed
1941	#per11	#org0	oral	1	Directed
2137	#org124	#org124	oral	1	Directed
1938	#per53	#per28	spoken	1	Directed
1779	#per18	#per1	oral	1	Directed
1780	#per1	#per18	oral	1	Directed
1936	#per1	#per28	spoken	1	Directed
1935	#per1	#per21	spoken	1	Directed
1934	#per22	#per21	spoken	1	Directed
1933	#per1	#org3	spoken	1	Directed
87	#org53	#org87	oral	1	Directed
86	#per138	#org53	oral	1	Directed
1931	#per1	#org27	spoken	1	Directed
85	#per3	#per3	oral	1	Directed
1930	#per14	#per18	unknown	1	Directed
2162	#org4	#org32	written	1	Directed
1810	#per3	#per1	oral	1	Directed
1811	#per10	#org26	oral	1	Directed
1691	#org93	#org0	soCalled	1	Directed
1876	#per10	#per38	oral	1	Directed
2146	#per504	#per21	oral	1	Directed
1873	#per1	#per950	oral	1	Directed
1872	#org0	#per950	oral	1	Directed
1838	#org19	#per1	idea	1	Directed
1870	#per950	#per1	oral	1	Directed
1839	#per1	#org19	idea	1	Directed
1840	#org25	#org15	oral	1	Directed
1869	#per1	#pla43	oral	1	Directed
1868	#per1	#per31	oral	1	Directed
1866	#org5	#org5	thought	1	Directed
1865	#per14	#per18	oral	1	Directed
2142	#org0	#per504	soCalled	1	Directed
56	#per134	#org0	idea	1	Directed
1860	#per50	#org2	oral	1	Directed
1845	#org0	#org12	oral	1	Directed
53	#per134	#per138	oral	1	Directed
1856	#per52	#per50	oral	1	Directed
55	#per2	#per2	thought	1	Directed
1852	#org12	#per34	oral	1	Directed
1875	#per18	#per10	oral	1	Directed
1835	#org4	#org0	idea	1	Directed
1812	#per25	#per10	oral	1	Directed
57	#per138	#per134	oral	1	Directed
1900	#org24	#org0	written	1	Directed
68	#per2	#per149	oral	1	Directed
1896	#org0	#org29	oral	1	Directed
1822	#per41	#per1	oral	1	Directed
1895	#org3	#org0	soCalled	1	Directed
66	#org84	#per2	oral	1	Directed
1894	#org23	#org23	soCalled	1	Directed
1893	#per1	#org12	soCalled	1	Directed
1892	#org0	#thin0	soCalled	1	Directed
1891	#per1	#thin0	oral	1	Directed
1830	#per1	#org12	idea	1	Directed
1890	#org0	#org3	oral	1	Directed
1887	#org70	#per1	oral	1	Directed
2141	#org37	#org37	soCalled	1	Directed
1831	#per0	#org0	idea	1	Directed
1881	#per952	#per1	oral	1	Directed
1879	#per951	#per38	oral	1	Directed
1878	#per38	#per951	oral	1	Directed
1877	#per10	#per951	oral	1	Directed
1946	#org27	#per18	oral	1	Directed
42	#per14	#per134	oral	1	Directed
41	#per134	#per14	oral	1	Directed
1713	#per14	#per36	prayer	1	Directed
39	#per134	#per134	thought	1	Directed
1717	#per36	#per36	oral	1	Directed
2000	#per1	#org21	oral	1	Directed
1999	#per21	#per2	oral	1	Directed
1718	#per36	#per14	oral	1	Directed
114	#per35	#org0	vow	1	Directed
1721	#org19	#org8	oral	1	Directed
1998	#per25	#per21	oral	1	Directed
1997	#org3	#per21	oral	1	Directed
1996	#per30	#per1	oral	1	Directed
1722	#org19	#org0	idea	1	Directed
1723	#org8	#org8	soCalled	1	Directed
1725	#org101	#per635	oral	1	Directed
1994	#org3	#per30	oral	1	Directed
2132	#per564	#per564	oral	1	Directed
1727	#pla20	#org0	oral	1	Directed
1993	#per58	#org3	idea	1	Directed
1991	#per58	#org4	oral	1	Directed
1850	#org1	#per1	oral	1	Directed
1714	#per36	#org99	oral	1	Directed
116	#per135	#per16	oral	1	Directed
1950	#per1	#per28	oral	1	Directed
1711	#org98	#per14	prayer	1	Directed
120	#per16	#per14	oral	1	Directed
119	#per16	#per14	prayer	1	Directed
2013	#per48	#per482	oral	1	Directed
1694	#org12	#per14	prayer	1	Directed
118	#per135	#per14	oral	1	Directed
2012	#per112	#per25	oral	1	Directed
2010	#per21	#org15	oral	1	Directed
117	#per135	#per4	oral	1	Directed
2009	#per25	#org15	oral	1	Directed
1700	#per1497	#org0	soCalled	1	Directed
2008	#org22	#per21	oral	1	Directed
12	#per142	#per43	oral	1	Directed
2168	#org36	#org0	oral	1	Directed
1703	#per14	#per1498	oral	1	Directed
1704	#per14	#org19	oath	1	Directed
1705	#org126	#org126	soCalled	1	Directed
1708	#org98	#org98	oral	1	Directed
1709	#per36	#org0	oral	1	Directed
1710	#per36	#org98	oral	1	Directed
108	#per109	#per14	oral	1	Directed
1989	#per1	#org3	written	1	Directed
1988	#org13	#org0	idea	1	Directed
1987	#per50	#org0	written	1	Directed
1964	#per0	#org2	oral	1	Directed
1963	#org2	#org15	oral	1	Directed
1962	#org15	#org2	oral	1	Directed
1757	#org0	#org39	idea	1	Directed
1960	#org12	#per103	oral	1	Directed
1758	#per44	#org102	oral	1	Directed
1759	#org24	#org24	thought	1	Directed
1959	#per103	#org12	oral	1	Directed
1958	#org24	#org12	oral	1	Directed
90	#per385	#per385	oral	1	Directed
89	#per138	#per138	oral	1	Directed
1765	#org126	#org0	oral	1	Directed
1766	#org12	#per14	soCalled	1	Directed
1767	#org12	#per14	oral	1	Directed
40	#per134	#per134	oral	1	Directed
1952	#per22	#per1	oral	1	Directed
88	#per3	#org0	oral	1	Directed
1951	#per28	#per1	oral	1	Directed
1769	#org12	#org12	soCalled	1	Directed
1966	#org13	#per1	soCalled	1	Directed
91	#per227	#per227	oral	1	Directed
1969	#per30	#org28	oral	1	Directed
1738	#org12	#per574	oral	1	Directed
1985	#per50	#org3	oral	1	Directed
1734	#pla20	#pla20	soCalled	1	Directed
1983	#org3	#per1	soCalled	1	Directed
1982	#per110	#org3	oral	1	Directed
1735	#org0	#org70	soCalled	1	Directed
2133	#per563	#per563	oral	1	Directed
101	#per131	#per131	thought	1	Directed
1978	#per1	#per14	soCalled	1	Directed
1977	#org0	#per28	oral	1	Directed
1970	#per108	#per107	oral	1	Directed
1976	#per34	#org3	oral	1	Directed
1746	#per44	#per0	oral	1	Directed
1747	#per0	#per44	oral	1	Directed
1973	#per1	#per106	oral	1	Directed
1972	#per1	#per107	oral	1	Directed
2134	#per566	#per566	oral	1	Directed
92	#org87	#per3	oral	1	Directed
1971	#per107	#per1	oral	1	Directed
2113	#per504	#per560	oral	1	Directed
431	#org190	#org93	oral	1	Directed
1598	#per14	#org88	prayer	1	Directed
817	#org0	#per714	oral	1	Directed
842	#per14	#org4	prayer	1	Directed
841	#per35	#per842	oral	1	Directed
840	#per842	#per35	oral	1	Directed
839	#per842	#per35	idea	1	Directed
838	#per14	#per842	oral	1	Directed
365	#org197	#org197	soCalled	1	Directed
836	#per144	#per35	oath	1	Directed
831	#org122	#pla404	oral	1	Directed
830	#org144	#org0	oral	1	Directed
829	#per714	#per723	oral	1	Directed
828	#per35	#per723	oral	1	Directed
827	#per798	#org0	oral	1	Directed
822	#per718	#org131	oral	1	Directed
821	#per35	#per731	oral	1	Directed
820	#org39	#per35	oral	1	Directed
843	#per840	#per35	oral	1	Directed
847	#per4	#per739	soCalled	1	Directed
849	#per779	#per35	idea	1	Directed
870	#per39	#per706	oral	1	Directed
360	#per944	#per503	oral	1	Directed
361	#org190	#per503	oral	1	Directed
877	#org0	#per731	oral	1	Directed
874	#per771	#per39	oral	1	Directed
873	#per771	#per714	oral	1	Directed
872	#per714	#per771	oral	1	Directed
864	#per35	#per731	oath	1	Directed
852	#per35	#org0	soCalled	1	Directed
862	#per35	#per739	oral	1	Directed
860	#per739	#per39	oral	1	Directed
857	#per659	#per1546	oral	1	Directed
856	#org70	#per39	oral	1	Directed
854	#per768	#org0	idea	1	Directed
853	#per706	#per739	oral	1	Directed
819	#per768	#per723	idea	1	Directed
816	#per35	#org161	oral	1	Directed
1047	#per1563	#org100	oral	1	Directed
810	#per714	#org161	oral	1	Directed
775	#org0	#per789	oral	1	Directed
369	#org198	#org57	oral	1	Directed
370	#org57	#org70	idea	1	Directed
770	#per715	#org144	soCalled	1	Directed
769	#per715	#org144	oral	1	Directed
766	#per715	#per726	oral	1	Directed
762	#per35	#per726	oral	1	Directed
761	#per716	#per35	oral	1	Directed
760	#per716	#per35	idea	1	Directed
759	#per716	#per783	oral	1	Directed
756	#org144	#org144	oral	1	Directed
754	#org144	#per714	idea	1	Directed
751	#per35	#per714	written	1	Directed
750	#per96	#per35	oral	1	Directed
372	#per940	#per945	oral	1	Directed
777	#per715	#org159	oral	1	Directed
778	#per714	#per715	oral	1	Directed
779	#per715	#per714	oral	1	Directed
794	#org0	#per731	soCalled	1	Directed
807	#per715	#per715	thought	1	Directed
804	#per795	#org0	oral	1	Directed
802	#org147	#org144	oral	1	Directed
801	#org144	#org147	oral	1	Directed
799	#per715	#org25	oral	1	Directed
367	#org70	#org57	oral	1	Directed
792	#per718	#org0	oral	1	Directed
780	#per715	#per35	idea	1	Directed
791	#per721	#per715	idea	1	Directed
789	#per14	#per768	soCalled	1	Directed
787	#per729	#per35	oral	1	Directed
784	#per715	#org22	oral	1	Directed
783	#per715	#org14	oath	1	Directed
782	#org0	#per715	oral	1	Directed
889	#per14	#per35	oath	1	Directed
892	#per1570	#per1522	oral	1	Directed
359	#per503	#per944	prayer	1	Directed
358	#per503	#per944	oral	1	Directed
1005	#per1693	#per1693	oral	1	Directed
1003	#per1694	#per1693	written	1	Directed
1001	#per1563	#per1563	oral	1	Directed
999	#per1563	#org192	oral	1	Directed
998	#org192	#per1563	oral	1	Directed
994	#per13	#per1560	oral	1	Directed
993	#per1560	#per13	oral	1	Directed
989	#org144	#per1560	idea	1	Directed
988	#per13	#org144	oral	1	Directed
986	#per13	#org144	idea	1	Directed
984	#per1560	#per66	oral	1	Directed
983	#per1516	#org0	oral	1	Directed
980	#per1516	#per1592	oral	1	Directed
979	#per1592	#per1516	oral	1	Directed
976	#per1516	#org144	oral	1	Directed
1006	#org144	#per1693	oral	1	Directed
1014	#per1698	#per1700	oral	1	Directed
1018	#per1701	#per1699	oral	1	Directed
1027	#per1705	#per1693	written	1	Directed
1040	#per1563	#org24	oral	1	Directed
1037	#per1563	#per1702	soCalled	1	Directed
1034	#per1702	#per1702	thought	1	Directed
1031	#org102	#per1702	oral	1	Directed
1029	#per1563	#per1702	written	1	Directed
1028	#per1693	#org0	oral	1	Directed
1026	#per1705	#per1701	oral	1	Directed
1019	#per1699	#org131	oral	1	Directed
1025	#per1701	#per1705	oral	1	Directed
1024	#per1704	#per1703	oral	1	Directed
1023	#per1700	#per1698	oral	1	Directed
1022	#per1698	#per1700	idea	1	Directed
1021	#per1698	#org131	oral	1	Directed
1020	#per1699	#per1698	oral	1	Directed
975	#org144	#per1516	oral	1	Directed
974	#per1592	#org0	oral	1	Directed
968	#org70	#per1510	oral	1	Directed
909	#per1545	#org24	oral	1	Directed
927	#per642	#per1590	oral	1	Directed
920	#org0	#org70	oral	1	Directed
918	#per65	#per1585	written	1	Directed
353	#org190	#per530	oral	1	Directed
915	#per14	#per1573	oral	1	Directed
913	#org4	#org8	soCalled	1	Directed
356	#per503	#per12	idea	1	Directed
930	#per1590	#per642	idea	1	Directed
906	#per1545	#org70	oral	1	Directed
904	#per1555	#per63	idea	1	Directed
899	#per63	#org288	oral	1	Directed
898	#org25	#per63	oral	1	Directed
897	#per63	#org25	oral	1	Directed
895	#per1545	#per63	oral	1	Directed
349	#org191	#per923	oral	1	Directed
931	#per1590	#per642	oral	1	Directed
967	#org19	#org70	oral	1	Directed
952	#per642	#per1585	written	1	Directed
966	#org19	#per1509	idea	1	Directed
964	#per642	#per1510	oral	1	Directed
961	#per642	#per1509	oral	1	Directed
960	#org24	#org8	soCalled	1	Directed
959	#org156	#org0	oral	1	Directed
957	#org24	#per1585	oral	1	Directed
951	#org144	#per1585	idea	1	Directed
348	#org192	#org191	oral	1	Directed
949	#org25	#per642	oral	1	Directed
948	#per642	#org25	oral	1	Directed
940	#per1510	#per13	written	1	Directed
939	#per1591	#per642	idea	1	Directed
936	#org14	#per650	prayer	1	Directed
934	#org70	#per13	oral	1	Directed
745	#org100	#per776	oral	1	Directed
374	#per26	#per708	oath	1	Directed
739	#per14	#org22	soCalled	1	Directed
407	#per690	#per996	oral	1	Directed
546	#per652	#per14	prayer	1	Directed
537	#per93	#org96	oral	1	Directed
533	#pla1	#pla1	oral	1	Directed
420	#org22	#org70	oral	1	Directed
530	#per463	#per463	idea	1	Directed
529	#per464	#per463	oral	1	Directed
527	#org50	#org249	idea	1	Directed
526	#org70	#org70	oath	1	Directed
520	#org46	#org21	oral	1	Directed
518	#org50	#org93	oral	1	Directed
514	#org131	#org46	oral	1	Directed
512	#per992	#org91	oral	1	Directed
507	#per992	#per992	thought	1	Directed
506	#per1043	#per992	oral	1	Directed
503	#per992	#per1008	oral	1	Directed
549	#per652	#per14	oath	1	Directed
550	#per652	#per665	oral	1	Directed
553	#org70	#org12	oral	1	Directed
568	#per674	#org0	oral	1	Directed
579	#per523	#per522	oral	1	Directed
576	#per481	#org0	oath	1	Directed
408	#per1003	#per993	oral	1	Directed
410	#per1003	#org0	idea	1	Directed
571	#org141	#org141	oral	1	Directed
570	#org140	#org53	oral	1	Directed
567	#per674	#org0	oath	1	Directed
554	#per654	#per665	prayer	1	Directed
566	#org22	#per674	oral	1	Directed
565	#per654	#org50	oral	1	Directed
563	#per654	#org70	oral	1	Directed
411	#per1003	#per690	oral	1	Directed
561	#per481	#per14	idea	1	Directed
414	#per690	#org25	song	1	Directed
502	#per990	#org0	oral	1	Directed
501	#org53	#per656	prayer	1	Directed
499	#per990	#per990	thought	1	Directed
429	#org24	#org0	idea	1	Directed
456	#org243	#per691	oral	1	Directed
455	#org242	#org242	oral	1	Directed
454	#per1024	#org144	oral	1	Directed
453	#per1024	#org24	oral	1	Directed
452	#per1009	#org0	oral	1	Directed
448	#per999	#per1024	idea	1	Directed
444	#org234	#org234	oral	1	Directed
462	#org70	#org100	oral	1	Directed
443	#org234	#org239	idea	1	Directed
442	#per1024	#org234	oral	1	Directed
441	#org70	#org85	oral	1	Directed
440	#org70	#per991	oral	1	Directed
439	#per991	#per1029	oral	1	Directed
436	#per991	#org237	oral	1	Directed
460	#org244	#org190	oral	1	Directed
463	#org70	#per919	oral	1	Directed
498	#per1006	#org140	oral	1	Directed
487	#per990	#per1042	oral	1	Directed
423	#org70	#per998	oral	1	Directed
495	#org140	#per1006	oral	1	Directed
494	#org0	#org53	oral	1	Directed
490	#org53	#org39	oral	1	Directed
489	#org39	#org53	oral	1	Directed
424	#per998	#org70	oral	1	Directed
486	#per1042	#per990	oral	1	Directed
467	#org93	#per691	oral	1	Directed
484	#per1041	#per990	oral	1	Directed
483	#org53	#per1041	oral	1	Directed
425	#per991	#org70	idea	1	Directed
480	#per994	#per990	oral	1	Directed
478	#per994	#per1040	oral	1	Directed
477	#per994	#org4	prayer	1	Directed
582	#org131	#org70	oral	1	Directed
586	#per481	#org131	oral	1	Directed
378	#per931	#per604	oral	1	Directed
587	#per522	#per522	oral	1	Directed
391	#per610	#org40	oral	1	Directed
392	#org40	#org0	oath	1	Directed
670	#per522	#per704	oral	1	Directed
666	#per120	#per35	oral	1	Directed
665	#per35	#per570	oral	1	Directed
663	#org131	#per663	oral	1	Directed
660	#per35	#per35	oath	1	Directed
659	#per659	#per659	oath	1	Directed
658	#per35	#per659	soCalled	1	Directed
656	#per659	#per35	oath	1	Directed
655	#per522	#per659	soCalled	1	Directed
654	#per659	#per522	idea	1	Directed
396	#org39	#org45	oral	1	Directed
652	#org0	#per522	oral	1	Directed
651	#per522	#org0	oral	1	Directed
682	#per657	#org131	oral	1	Directed
390	#org40	#org70	idea	1	Directed
691	#org0	#per35	soCalled	1	Directed
719	#per35	#per660	written	1	Directed
731	#per35	#org0	oath	1	Directed
730	#org77	#per35	oral	1	Directed
727	#per747	#per35	oral	1	Directed
726	#per35	#org70	oath	1	Directed
721	#per660	#per711	oral	1	Directed
720	#per35	#per733	written	1	Directed
716	#per733	#per660	oral	1	Directed
696	#per663	#per663	oral	1	Directed
715	#per722	#per660	oral	1	Directed
381	#org46	#per503	oral	1	Directed
708	#per734	#per522	oral	1	Directed
382	#per503	#org44	oral	1	Directed
705	#per35	#org25	oral	1	Directed
700	#per663	#org140	oral	1	Directed
650	#per35	#per653	soCalled	1	Directed
649	#per653	#per522	oral	1	Directed
648	#per522	#per653	oral	1	Directed
601	#org88	#per14	prayer	1	Directed
616	#per522	#org72	oral	1	Directed
611	#per692	#per522	oral	1	Directed
608	#org70	#per659	oral	1	Directed
606	#org53	#per659	oral	1	Directed
604	#org144	#per659	oral	1	Directed
404	#per997	#org70	oral	1	Directed
600	#org70	#org82	oral	1	Directed
618	#per661	#per661	oral	1	Directed
598	#org24	#org70	oral	1	Directed
596	#org25	#per685	oral	1	Directed
595	#per685	#org70	oral	1	Directed
594	#org70	#per685	oral	1	Directed
589	#per523	#org0	oral	1	Directed
588	#org70	#per522	prophecy	1	Directed
617	#org0	#per481	oral	1	Directed
619	#per481	#per661	oral	1	Directed
647	#per653	#org144	oral	1	Directed
633	#per35	#per658	oral	1	Directed
397	#per1018	#org0	oral	1	Directed
398	#org190	#org0	oral	1	Directed
641	#org122	#org70	song	1	Directed
640	#per660	#per522	oral	1	Directed
636	#per552	#per35	oral	1	Directed
402	#per1016	#per997	oral	1	Directed
632	#per658	#per35	oral	1	Directed
620	#per481	#org0	idea	1	Directed
630	#per35	#org70	oral	1	Directed
403	#org131	#org0	oral	1	Directed
625	#per95	#per481	oral	1	Directed
624	#per481	#org109	oral	1	Directed
622	#per481	#per700	oral	1	Directed
621	#per481	#per95	thought	1	Directed
1043	#per1693	#org0	oath	1	Directed
1049	#org156	#org156	oral	1	Directed
155	#per245	#org0	oral	1	Directed
222	#per26	#org70	thought	1	Directed
1412	#per14	#pla69	oral	1	Directed
1411	#org0	#org70	soCaled	1	Directed
1410	#org0	#org103	soCalled	1	Directed
1408	#pla72	#pla2	oral	1	Directed
1404	#per1440	#org0	oral	1	Directed
213	#per579	#per578	oral	1	Directed
214	#per578	#per578	oral	1	Directed
1399	#per1615	#per1440	oral	1	Directed
215	#per497	#org65	oral	1	Directed
216	#per581	#per497	oral	1	Directed
1393	#per1601	#org294	oral	1	Directed
1392	#per14	#per1600	oral	1	Directed
1391	#per1440	#per1600	soCalled	1	Directed
217	#per497	#per581	oral	1	Directed
218	#per497	#per582	oral	1	Directed
1414	#org297	#org103	oral	1	Directed
1415	#org297	#org297	thought	1	Directed
210	#per4	#per104	soCalled	1	Directed
205	#per4	#per152	vow	1	Directed
1436	#per473	#per473	thought	1	Directed
1433	#org18	#org0	soCalled	1	Directed
1432	#org16	#org0	oral	1	Directed
1431	#org101	#org70	oral	1	Directed
1430	#org70	#org70	thought	1	Directed
1429	#pla72	#org0	oral	1	Directed
207	#org65	#per133	idea	1	Directed
1417	#per14	#pla2	oral	1	Directed
208	#org63	#org63	oral	1	Directed
1423	#org166	#per14	oral	1	Directed
209	#per4	#org88	soCalled	1	Directed
1420	#per973	#pla30	oral	1	Directed
1419	#per973	#pla3	oral	1	Directed
1418	#per14	#thin0	oral	1	Directed
219	#per497	#per26	oral	1	Directed
1386	#org70	#thin0	soCalled	1	Directed
1050	#org15	#org24	oral	1	Directed
224	#org127	#per583	oral	1	Directed
1356	#per1599	#per1599	idea	1	Directed
1354	#org0	#org151	oral	1	Directed
1351	#org4	#per19	oral	1	Directed
1347	#org122	#org0	soCalled	1	Directed
249	#per585	#per26	idea	1	Directed
1342	#org0	#org100	soCalled	1	Directed
253	#org14	#per585	oral	1	Directed
1336	#per1868	#org0	soCalled	1	Directed
254	#org65	#per585	oral	1	Directed
1333	#org0	#org19	soCalled	1	Directed
255	#org65	#per26	idea	1	Directed
1331	#org100	#org0	soCalled	1	Directed
257	#per585	#org0	idea	1	Directed
1328	#org0	#thin0	idea	1	Directed
258	#per585	#per585	oral	1	Directed
1357	#per1605	#per1605	idea	1	Directed
1358	#per14	#per70	oral	1	Directed
1359	#per70	#per14	oral	1	Directed
1373	#per19	#org25	oral	1	Directed
1382	#org25	#org0	oral	1	Directed
225	#per584	#per499	oral	1	Directed
1379	#per14	#org63	oral	1	Directed
1378	#pla153	#org0	oral	1	Directed
226	#per26	#per26	oral	1	Directed
1374	#org0	#per19	oral	1	Directed
1372	#org92	#org174	soCalled	1	Directed
1361	#per1604	#per19	soCalled	1	Directed
232	#per14	#org25	idea	1	Directed
1367	#org100	#org173	oral	1	Directed
1366	#org0	#org173	idea	1	Directed
236	#per584	#per26	oral	1	Directed
1364	#org16	#org16	oral	1	Directed
1362	#per1604	#per1603	soCalled	1	Directed
1437	#per473	#org0	thought	1	Directed
203	#org0	#per104	oral	1	Directed
200	#per4	#per133	oral	1	Directed
199	#per133	#per4	oral	1	Directed
1541	#per861	#per1437	oral	1	Directed
1540	#org25	#per15	soCalled	1	Directed
1539	#org122	#per1158	oral	1	Directed
1538	#per1158	#per15	oath	1	Directed
1537	#per1158	#per14	oral	1	Directed
1536	#per1444	#per15	oral	1	Directed
1535	#per1158	#per1444	oral	1	Directed
1534	#per1444	#per1158	oral	1	Directed
1533	#per1158	#org25	oral	1	Directed
1532	#org25	#per1158	oral	1	Directed
1531	#per15	#per1461	oral	1	Directed
1530	#per1461	#per15	oral	1	Directed
1529	#per1471	#per15	oral	1	Directed
1528	#per975	#per15	oral	1	Directed
1525	#per1134	#org25	oral	1	Directed
1547	#per1353	#per1072	oral	1	Directed
1548	#per1434	#org239	oral	1	Directed
1549	#org239	#per1405	oral	1	Directed
1581	#per859	#org171	idea	1	Directed
1591	#org70	#org172	oral	1	Directed
157	#per245	#per5	oral	1	Directed
1589	#org4	#org51	oral	1	Directed
1588	#org25	#org25	soCalled	1	Directed
158	#per5	#per245	oral	1	Directed
1582	#org51	#per859	oral	1	Directed
163	#per0	#per7	oral	1	Directed
1553	#org14	#org39	oral	1	Directed
1578	#per1202	#org133	idea	1	Directed
1577	#per1202	#per14	idea	1	Directed
1574	#per14	#org133	oath	1	Directed
1573	#org101	#org0	oral	1	Directed
1569	#org0	#pla442	oral	1	Directed
1556	#per1134	#org0	oral	1	Directed
1522	#org271	#org271	oral	1	Directed
1519	#org38	#per1158	oral	1	Directed
175	#per133	#org94	oral	1	Directed
196	#org88	#per133	idea	1	Directed
1467	#per14	#per15	prayer	1	Directed
1466	#org143	#org143	thought	1	Directed
195	#per133	#org88	idea	1	Directed
1462	#org16	#per14	prayer	1	Directed
1459	#per15	#per15	oral	1	Directed
1457	#org39	#org0	soCaled	1	Directed
1454	#org39	#org24	oral	1	Directed
192	#org94	#org94	oral	1	Directed
1453	#org24	#org39	oral	1	Directed
1452	#org39	#org39	thought	1	Directed
1451	#org39	#per15	soCalled	1	Directed
197	#per133	#org88	oral	1	Directed
1448	#org39	#org0	oath	1	Directed
1446	#org70	#org0	oath	1	Directed
1470	#org0	#per15	prayer	1	Directed
190	#per104	#per5	oral	1	Directed
1511	#per1059	#org70	oral	1	Directed
1492	#per635	#org39	oral	1	Directed
1509	#org171	#org0	idea	1	Directed
1508	#org171	#org171	oral	1	Directed
1503	#per1068	#org39	oral	1	Directed
1500	#org8	#org12	oral	1	Directed
180	#per109	#per4	oral	1	Directed
181	#per4	#per109	oral	1	Directed
1489	#org12	#org8	oral	1	Directed
1475	#org0	#per1458	oral	1	Directed
1485	#per14	#org8	prayer	1	Directed
1484	#org8	#org70	soCalled	1	Directed
1480	#org151	#org0	soCalled	1	Directed
1478	#per15	#org151	oral	1	Directed
1477	#per1273	#per1130	oral	1	Directed
1476	#per1130	#per15	oral	1	Directed
1326	#per35	#per14	prayerl	1	Directed
1325	#per35	#org0	idea	1	Directed
1323	#org126	#org126	oral	1	Directed
1184	#per1058	#org190	oral	1	Directed
1143	#org172	#per74	oral	1	Directed
1137	#per74	#per1636	oral	1	Directed
1135	#per1636	#per1436	oral	1	Directed
1132	#per71	#per71	thought	1	Directed
1130	#per19	#per71	idea	1	Directed
1128	#per71	#org0	oral	1	Directed
1125	#per14	#per71	soCalled	1	Directed
324	#per639	#org4	oral	1	Directed
1116	#per71	#org39	soCalled	1	Directed
326	#per639	#org323	oral	1	Directed
327	#per639	#org69	oral	1	Directed
1113	#per1635	#org294	oral	1	Directed
1112	#per14	#per1630	oral	1	Directed
1110	#per71	#per1630	soCalled	1	Directed
1109	#per71	#org0	soCalled	1	Directed
1144	#per74	#org39	oral	1	Directed
1145	#per1353	#per1405	oral	1	Directed
1147	#org46	#org0	song	1	Directed
1175	#per1054	#org70	oral	1	Directed
312	#per638	#org322	oral	1	Directed
1181	#org13	#org70	oral	1	Directed
1180	#org101	#per1067	oral	1	Directed
1178	#per1054	#org17	oral	1	Directed
1177	#per1058	#org17	oral	1	Directed
1176	#per1067	#per1094	oral	1	Directed
1174	#per1094	#per1067	oral	1	Directed
1148	#org101	#per1081	oral	1	Directed
1168	#per1095	#per1067	oral	1	Directed
1161	#per1053	#per1088	oral	1	Directed
1157	#per973	#per1329	oral	1	Directed
318	#org322	#per638	oral	1	Directed
1155	#per1330	#org25	oral	1	Directed
1149	#per1081	#org101	oral	1	Directed
330	#per26	#org95	oral	1	Directed
1105	#per71	#per1630	oral	1	Directed
1104	#per1666	#org133	oral	1	Directed
1062	#per1529	#per1705	oral	1	Directed
1074	#per1587	#per1693	oral	1	Directed
1072	#org24	#per1587	idea	1	Directed
1066	#per1587	#org8	oral	1	Directed
1065	#org8	#org24	oral	1	Directed
1064	#per14	#per1587	idea	1	Directed
1063	#org8	#per1587	idea	1	Directed
1061	#per1529	#per1705	idea	1	Directed
1077	#per1707	#org24	oral	1	Directed
1059	#per1705	#per1563	oral	1	Directed
1057	#per1529	#per1563	idea	1	Directed
1055	#org0	#per1705	oral	1	Directed
1054	#per1700	#per1693	oral	1	Directed
1053	#per1693	#per1700	oral	1	Directed
1051	#org156	#org156	soCalled	1	Directed
1075	#per1693	#per1707	oral	1	Directed
1078	#per1510	#per1587	oral	1	Directed
1103	#org133	#per1666	oral	1	Directed
1092	#per1587	#org303	oral	1	Directed
1102	#per70	#per1631	oral	1	Directed
1101	#per70	#per1632	oral	1	Directed
1099	#per1625	#per1713	written	1	Directed
1098	#per1563	#thin0	oral	1	Directed
1095	#per1627	#org0	oral	1	Directed
1094	#per1668	#per1670	oral	1	Directed
1091	#per1587	#org14	oral	1	Directed
1079	#per1587	#org0	oral	1	Directed
1090	#per1442	#per1587	oral	1	Directed
1088	#org302	#per1587	oral	1	Directed
