;whoid;correspid;Source;Target;Weight;Type
1119;#org25;#org15;ancianos;enfermos;1;directed
1120;#org25;#per34;ancianos;Judas Iscariote;1;directed
1121;#org25;#org0;ancianos;gente;1;directed
1122;#org25;#org0;ancianos;gente;1;directed
1123;#org25;#org24;ancianos;soldados;1;directed
1124;#org25;#org24;ancianos;soldados;1;directed
1125;#org9;#per1;herodianos;Jesús;1;directed
1126;#org9;#per1;herodianos;Jesús;1;directed
1127;#org9;#per1;herodianos;Jesús;1;directed
1128;#org18;#per1;creyentes;Jesús;1;directed
1129;#org18;#per1;creyentes;Jesús;1;directed
1130;#org18;#per1;creyentes;Jesús;1;directed
1131;#org19;#per1;no creyentes;Jesús;1;directed
1132;#per34;#org12;Judas Iscariote;sacerdotes;1;directed
1133;#per34;#per1;Judas Iscariote;Jesús;1;directed
1134;#per34;#org12;Judas Iscariote;sacerdotes;1;directed
1135;#per34;#org25;Judas Iscariote;ancianos;1;directed
1136;#per34;#per1;Judas Iscariote;Jesús;1;directed
1137;#per34;#org12;Judas Iscariote;sacerdotes;1;directed
1138;#per34;#org25;Judas Iscariote;ancianos;1;directed
1139;#per48;#per1;Caifás;Jesús;1;directed
1140;#per48;#per1;Caifás;Jesús;1;directed
1141;#per48;#per1;Caifás;Jesús;1;directed
1142;#per48;#per1;Caifás;Jesús;1;directed
1143;#org1;#per48;Sanedrín;Caifás;1;directed
1144;#org1;#per1;Sanedrín;Jesús;1;directed
1145;#per50;#per1;Pilato;Jesús;1;directed
1146;#per50;#per1;Pilato;Jesús;1;directed
1147;#per50;#org13;Pilato;judíos;1;directed
1148;#per50;#org13;Pilato;judíos;1;directed
1149;#per50;#org13;Pilato;judíos;1;directed
1150;#per50;#org13;Pilato;judíos;1;directed
1151;#per50;#org13;Pilato;judíos;1;directed
1152;#per50;#org2;Pilato;fariseos;1;directed
1153;#per50;#org12;Pilato;sacerdotes;1;directed
1154;#per52;#per50;esposa;Pilato;1;directed
1155;#org13;#per50;judíos;Pilato;1;directed
1156;#org13;#per50;judíos;Pilato;1;directed
1157;#org13;#per50;judíos;Pilato;1;directed
1158;#org13;#per50;judíos;Pilato;1;directed
1159;#org24;#per1;soldados;Jesús;1;directed
1160;#org24;#org0;soldados;gente;1;directed
